52.167.144.158 bot - "2024-10-27 00:02:49" http://jurnal.untag-banyuwangi.ac.id/index.php/j-tech/article/view/174 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.68.34 bot - "2024-10-27 00:06:43" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/download/183/139/509 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6723.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.79.101 bot - "2024-10-27 00:07:40" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/135 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
52.167.144.209 bot - "2024-10-27 00:13:07" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/article/view/37 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
47.128.118.208 bot - "2024-10-27 00:14:35" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/158/126/466 200 "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
66.249.68.36 bot - "2024-10-27 00:16:20" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/view/186 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
52.167.144.198 bot - "2024-10-27 00:16:34" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/view/197 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.68.37 bot - "2024-10-27 00:19:01" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/issue/view/12 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.79.101 bot - "2024-10-27 00:19:36" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/article/view/265 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.79.101 bot - "2024-10-27 00:21:51" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/issue/view/1 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
52.167.144.233 bot - "2024-10-27 00:22:01" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/view/33 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.68.36 bot - "2024-10-27 00:24:54" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/issue/view/1 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.79.102 bot - "2024-10-27 00:31:52" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/issue/view/47 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
52.167.144.214 bot - "2024-10-27 00:33:35" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/view/184 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.26 bot - "2024-10-27 00:35:07" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/8 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
124.243.132.35 - - "2024-10-27 00:38:20" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/download/255/203/763 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
66.249.68.35 bot - "2024-10-27 00:42:39" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/download/183/139/509 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6723.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.79.102 bot - "2024-10-27 00:43:57" http://jurnal.untag-banyuwangi.ac.id/index.php/katarsis/issue/view/54 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
40.77.167.18 bot - "2024-10-27 00:44:47" http://jurnal.untag-banyuwangi.ac.id/index.php/ipm/article/view/245 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.23 bot - "2024-10-27 00:44:53" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/127 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
52.167.144.16 bot - "2024-10-27 00:46:47" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/view/217 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
52.167.144.139 bot - "2024-10-27 00:48:33" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/208 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.79.100 bot - "2024-10-27 00:50:37" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/issue/view/45 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.68.35 bot - "2024-10-27 00:51:17" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/issue/view/47 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
103.168.254.42 - - "2024-10-27 00:52:38" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/view/43 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
103.168.254.42 - - "2024-10-27 00:52:45" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
66.249.68.35 bot - "2024-10-27 00:52:48" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/issue/view/45 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
52.167.144.229 bot - "2024-10-27 00:54:07" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/article/view/42 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.68.37 bot - "2024-10-27 00:54:26" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/issue/view/13 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.79.100 bot - "2024-10-27 00:58:42" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/issue/view/41 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.68.35 bot - "2024-10-27 01:01:26" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/137 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
52.167.144.212 bot - "2024-10-27 01:09:55" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/article/view/73 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
89.108.109.100 - - "2024-10-27 01:14:08" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
103.168.254.42 - - "2024-10-27 01:22:25" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/view/43 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
40.77.167.36 bot - "2024-10-27 01:24:00" http://jurnal.untag-banyuwangi.ac.id/index.php/j-tech/article/download/171/129/650 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.64 bot - "2024-10-27 01:24:05" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/10 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
52.167.144.147 bot - "2024-10-27 01:25:26" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/145 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
36.68.216.184 - - "2024-10-27 01:27:17" http://jurnal.untag-banyuwangi.ac.id/index.php/ipm/article/view/245 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
52.167.144.206 bot - "2024-10-27 01:30:51" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/138 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
52.167.144.138 bot - "2024-10-27 01:33:15" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/view/177 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
103.168.254.42 - - "2024-10-27 01:42:38" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/view/43 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
125.164.20.219 - - "2024-10-27 01:42:45" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/view/43 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
66.249.79.96 bot - "2024-10-27 01:44:55" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/download/218/171/628 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6723.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
52.167.144.230 bot - "2024-10-27 01:45:08" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/147 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
52.167.144.157 bot - "2024-10-27 01:45:18" http://jurnal.untag-banyuwangi.ac.id/index.php/Englishteaching/article/view/266 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.79.98 bot - "2024-10-27 01:58:21" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/download/199/156/556 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6723.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
216.244.66.237 bot - "2024-10-27 01:58:34" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/9 200 "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
52.167.144.179 bot - "2024-10-27 02:17:15" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/issue/view/47 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
40.77.167.74 bot - "2024-10-27 02:17:38" http://jurnal.untag-banyuwangi.ac.id/index.php/ipm/issue/view/46 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
