5.255.231.72 bot - "2024-01-16 00:00:34" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/view/87 200 "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
185.191.171.9 bot - "2024-01-16 00:08:45" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/download/101/72/278 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
202.80.215.59 - - "2024-01-16 00:14:12" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalamar/article/download/38/31/199 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
66.249.79.96 bot - "2024-01-16 00:23:52" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/117 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.68.36 bot - "2024-01-16 00:24:09" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/download/115/86/334 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.68.35 bot - "2024-01-16 00:25:07" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/download/83/59/227 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
52.167.144.233 bot - "2024-01-16 00:27:21" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
85.208.96.211 bot - "2024-01-16 00:31:09" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/view/32 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
66.249.79.96 bot - "2024-01-16 00:31:22" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/142 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
140.213.103.58 - - "2024-01-16 00:32:22" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/download/35/3/160 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36"
52.167.144.204 bot - "2024-01-16 00:36:15" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/index 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.68.35 bot - "2024-01-16 00:38:23" http://jurnal.untag-banyuwangi.ac.id/index.php/JurnalTeknik/article/download/70/52/220 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.216 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.79.97 bot - "2024-01-16 00:38:39" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/156/124/462 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
52.167.144.204 bot - "2024-01-16 00:40:04" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/154 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
66.249.68.37 bot - "2024-01-16 00:40:32" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/view/46 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.191.171.8 bot - "2024-01-16 00:42:57" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/download/97/69/269 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
85.208.96.204 bot - "2024-01-16 00:44:28" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/download/120/91/347 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
66.249.68.37 bot - "2024-01-16 00:49:39" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/download/98/70/270 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
182.1.232.162 - - "2024-01-16 00:49:52" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.1.232.162 - - "2024-01-16 00:49:55" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.1.232.162 - - "2024-01-16 00:49:57" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.1.232.162 - - "2024-01-16 00:50:17" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.1.232.162 - - "2024-01-16 00:50:21" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.1.232.162 - - "2024-01-16 00:50:22" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.1.232.162 - - "2024-01-16 00:50:30" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.1.232.162 - - "2024-01-16 00:50:30" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.1.232.162 - - "2024-01-16 00:50:32" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
182.1.232.162 - - "2024-01-16 00:50:32" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/43/19/186 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
52.71.155.178 - - "2024-01-16 00:51:32" http://jurnal.untag-banyuwangi.ac.id/index.php/jurnalsangkala/article/view/82 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25"
185.191.171.2 bot - "2024-01-16 00:51:47" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/download/109/82/319 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
66.249.68.35 bot - "2024-01-16 00:52:35" http://jurnal.untag-banyuwangi.ac.id/index.php/kartasis/article/view/30 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.191.171.14 bot - "2024-01-16 00:54:52" http://jurnal.untag-banyuwangi.ac.id/index.php/kartasis/issue/view/20 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
140.213.103.58 - - "2024-01-16 00:56:37" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/download/35/3/160 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36"
140.213.103.58 - - "2024-01-16 00:59:00" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/download/35/3/160 200 "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36"
180.249.153.249 - - "2024-01-16 00:59:02" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/6 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0"
180.249.153.249 - - "2024-01-16 00:59:20" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/6/11/178 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0"
180.249.153.249 - - "2024-01-16 00:59:38" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/6 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0"
52.167.144.136 bot - "2024-01-16 01:00:53" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/134 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
52.167.144.136 bot - "2024-01-16 01:04:13" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/104 200 "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
185.191.171.11 bot - "2024-01-16 01:04:23" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/157/125/464 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
66.249.68.36 bot - "2024-01-16 01:08:48" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/view/35 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.216 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.68.35 bot - "2024-01-16 01:09:17" http://jurnal.untag-banyuwangi.ac.id/index.php/bioeducatiajournal/article/download/35/3/160 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.199 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.68.35 bot - "2024-01-16 01:11:59" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/issue/view/29 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.216 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
185.191.171.12 bot - "2024-01-16 01:18:42" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/140/110/418 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
180.248.16.128 - - "2024-01-16 01:22:57" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/148 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
180.248.16.128 - - "2024-01-16 01:23:04" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/148 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
180.248.16.128 - - "2024-01-16 01:23:16" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/148/118/444 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.191.171.18 bot - "2024-01-16 01:30:33" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/159/128/470 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
85.208.96.210 bot - "2024-01-16 01:31:36" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/download/142/112/423 200 "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
66.249.79.98 bot - "2024-01-16 01:38:50" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/view/44 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.68.36 bot - "2024-01-16 01:38:53" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/issue/view/27 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
180.248.16.128 - - "2024-01-16 01:42:08" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/148 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
180.248.16.128 - - "2024-01-16 01:43:32" http://jurnal.untag-banyuwangi.ac.id/index.php/josaf/article/view/148 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
66.249.79.96 bot - "2024-01-16 01:43:53" http://jurnal.untag-banyuwangi.ac.id/index.php/wasbang/article/download/46/15/182 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.79.98 bot - "2024-01-16 01:44:04" http://jurnal.untag-banyuwangi.ac.id/index.php/Literat/index 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.68.35 bot - "2024-01-16 01:44:50" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/116 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.68.35 bot - "2024-01-16 01:46:16" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/118 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.216 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.68.37 bot - "2024-01-16 01:46:18" http://jurnal.untag-banyuwangi.ac.id/index.php/EkonomiAnalisa/article/view/99 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.216 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
